,ORG,DST,SECTOR_ID,SDD,TOTAL_CORE,ORG_CTRY,DST_CTRY,ORG_REGION,DST_REGION,IN_SCOPE
2021,219,235,113,2015-09-14,513.0,197,172,180,201,1
2022,125,162,115,2010-01-15,513.0,144,110,137,201,1
2024,125,162,115,2011-06-05,514.0,144,110,137,201,1
2025,235,195,151,2016-10-24,514.0,172,117,201,174,1
2028,204,120,202,2015-12-10,516.0,105,191,201,174,1
2037,142,235,134,2016-06-09,519.0,197,172,180,201,1
2086,208,178,186,2014-07-30,535.0,181,232,149,201,1
2088,125,162,115,2010-01-29,536.0,144,110,137,201,1
2102,204,120,202,2014-09-15,541.0,105,191,201,174,1
2106,162,219,170,2013-01-28,544.0,110,197,201,180,1
2108,235,120,224,2015-03-08,545.0,172,191,201,174,1
2111,125,162,115,2010-07-23,546.0,144,110,137,201,1
2113,162,219,170,2013-09-09,546.0,110,197,201,180,1
2119,235,123,229,2014-04-05,548.0,172,167,201,174,1
2126,142,235,134,2013-05-07,550.0,197,172,180,201,1
2127,204,120,202,2013-07-15,550.0,105,191,201,174,1
2128,204,120,202,2015-06-22,551.0,105,191,201,174,1
2131,204,120,202,2015-03-30,552.0,105,191,201,174,1
2133,235,120,224,2015-02-02,553.0,172,191,201,174,1
2135,100,120,176,2016-04-24,553.0,106,191,201,174,1
2137,178,208,227,2010-06-04,554.0,232,181,201,149,1
2158,235,216,112,2011-08-08,560.0,172,153,201,149,1
2169,189,116,147,2016-04-01,564.0,172,160,201,174,1
2170,142,235,134,2012-07-25,564.0,197,172,180,201,1
2171,216,182,213,2016-09-15,564.0,153,106,149,201,1
2176,204,120,202,2016-06-06,566.0,105,191,201,174,1
2179,125,162,115,2010-01-10,567.0,144,110,137,201,1
2183,162,219,170,2013-04-22,568.0,110,197,201,180,1
2187,219,145,157,2011-07-24,571.0,197,166,180,201,1
2189,204,120,202,2014-08-25,571.0,105,191,201,174,1
2191,216,235,190,2015-03-10,572.0,153,172,149,201,1
2193,125,162,115,2010-02-26,573.0,144,110,137,201,1
2196,208,178,186,2010-01-02,574.0,181,232,149,201,1
2197,235,120,224,2016-04-04,574.0,172,191,201,174,1
2201,125,162,115,2012-01-27,576.0,144,110,137,201,1
2205,204,120,202,2014-06-23,577.0,105,191,201,174,1
2231,125,162,115,2011-05-09,584.0,144,110,137,201,1
2234,125,162,115,2012-04-27,585.0,144,110,137,201,1
2241,235,216,112,2011-11-13,591.0,172,153,201,149,1
2249,125,162,115,2010-11-29,594.0,144,110,137,201,1
2254,125,162,115,2011-10-06,597.0,144,110,137,201,1
2265,235,128,192,2015-07-04,601.0,172,126,201,174,1
2266,125,162,115,2012-02-01,602.0,144,110,137,201,1
2272,125,162,115,2012-11-05,607.0,144,110,137,201,1
2283,125,162,115,2010-10-29,611.0,144,110,137,201,1
2289,125,162,115,2011-01-07,612.0,144,110,137,201,1
2290,204,120,202,2016-07-18,612.0,105,191,201,174,1
2293,235,120,224,2015-12-10,614.0,172,191,201,174,1
2294,235,179,212,2014-12-29,614.0,172,132,201,132,1
2296,125,162,115,2011-10-21,615.0,144,110,137,201,1
2298,208,178,186,2012-10-28,616.0,181,232,149,201,1
2300,204,120,202,2014-11-08,616.0,105,191,201,174,1
2305,182,216,102,2014-04-06,618.0,106,153,201,149,1
2329,125,162,115,2010-05-17,627.0,144,110,137,201,1
2331,235,120,224,2015-10-19,628.0,172,191,201,174,1
2336,125,162,115,2013-01-25,630.0,144,110,137,201,1
2342,125,162,115,2011-09-12,631.0,144,110,137,201,1
2345,125,162,115,2013-11-22,632.0,144,110,137,201,1
2354,100,120,176,2016-01-05,636.0,106,191,201,174,1
2355,125,162,115,2011-03-25,637.0,144,110,137,201,1
2357,208,178,186,2011-08-11,639.0,181,232,149,201,1
2362,125,162,115,2010-05-21,641.0,144,110,137,201,1
2371,235,123,229,2013-03-11,645.0,172,167,201,174,1
2376,235,195,151,2015-06-27,647.0,172,117,201,174,1
2377,162,219,170,2013-11-03,647.0,110,197,201,180,1
2379,125,162,115,2011-07-01,648.0,144,110,137,201,1
2381,235,217,175,2013-06-29,648.0,172,197,201,180,1
2383,216,182,213,2014-05-02,648.0,153,106,149,201,1
2391,235,123,229,2013-11-08,652.0,172,167,201,174,1
2401,204,120,202,2016-06-13,657.0,105,191,201,174,1
2405,235,123,229,2013-10-11,661.0,172,167,201,174,1
2407,235,179,212,2016-04-01,662.0,172,132,201,132,1
2410,216,182,213,2016-09-14,663.0,153,106,149,201,1
2414,125,162,115,2010-09-07,665.0,144,110,137,201,1
2424,235,120,224,2015-01-06,670.0,172,191,201,174,1
2426,235,120,224,2015-05-25,672.0,172,191,201,174,1
2431,216,235,190,2016-08-29,674.0,153,172,149,201,1
2433,204,120,202,2013-06-05,674.0,105,191,201,174,1
2440,219,235,113,2010-11-28,677.0,197,172,180,201,1
2441,208,178,186,2010-07-30,677.0,181,232,149,201,1
2445,100,120,176,2016-09-18,677.0,106,191,201,174,1
2451,125,162,115,2010-05-11,680.0,144,110,137,201,1
2454,125,162,115,2011-07-29,683.0,144,110,137,201,1
2456,125,162,115,2010-05-02,684.0,144,110,137,201,1
2457,208,178,186,2016-07-07,684.0,181,232,149,201,1
2461,235,216,112,2015-12-27,685.0,172,153,201,149,1
2466,125,162,115,2011-11-02,686.0,144,110,137,201,1
2471,100,120,176,2016-08-14,687.0,106,191,201,174,1
2478,125,162,115,2012-10-02,689.0,144,110,137,201,1
2479,125,162,115,2012-07-30,689.0,144,110,137,201,1
2480,125,162,115,2012-10-04,691.0,144,110,137,201,1
2483,100,120,176,2016-05-29,692.0,106,191,201,174,1
2487,100,120,176,2016-04-17,694.0,106,191,201,174,1
2495,204,120,202,2014-08-18,698.0,105,191,201,174,1
2500,125,162,115,2012-10-26,700.0,144,110,137,201,1
2504,125,162,115,2011-06-24,703.0,144,110,137,201,1
2505,235,123,229,2015-03-05,703.0,172,167,201,174,1
2511,162,219,170,2013-05-08,705.0,110,197,201,180,1
2514,100,120,176,2015-04-10,706.0,106,191,201,174,1
2517,125,162,115,2011-07-22,707.0,144,110,137,201,1
2526,235,203,215,2014-03-02,710.0,172,124,201,149,1
2533,204,120,202,2015-09-02,711.0,105,191,201,174,1
2544,208,178,186,2010-06-04,715.0,181,232,149,201,1
2549,142,235,134,2016-05-31,719.0,197,172,180,201,1
2551,100,120,176,2016-10-27,719.0,106,191,201,174,1
2556,208,178,186,2012-08-14,721.0,181,232,149,201,1
2557,125,162,115,2011-07-18,722.0,144,110,137,201,1
2566,204,120,202,2015-03-16,726.0,105,191,201,174,1
2567,204,120,202,2015-07-09,726.0,105,191,201,174,1
2572,162,219,170,2013-12-08,728.0,110,197,201,180,1
2580,125,162,115,2010-04-06,731.0,144,110,137,201,1
2582,235,120,224,2016-06-13,732.0,172,191,201,174,1
2587,125,162,115,2012-07-27,735.0,144,110,137,201,1
2590,204,120,202,2014-04-08,736.0,105,191,201,174,1
2593,235,216,112,2014-04-05,738.0,172,153,201,149,1
2600,235,216,112,2014-12-10,741.0,172,153,201,149,1
2606,125,162,115,2011-08-16,742.0,144,110,137,201,1
2613,208,178,186,2010-09-13,744.0,181,232,149,201,1
2619,125,162,115,2010-09-13,747.0,144,110,137,201,1
2620,208,178,186,2010-08-20,747.0,181,232,149,201,1
2621,216,182,213,2016-02-17,747.0,153,106,149,201,1
2628,125,162,115,2010-08-17,751.0,144,110,137,201,1
2645,208,162,118,2010-09-23,757.0,181,110,149,201,1
2655,235,217,175,2013-05-10,761.0,172,197,201,180,1
2660,125,162,115,2010-12-11,765.0,144,110,137,201,1
2661,204,120,202,2016-03-14,765.0,105,191,201,174,1
2673,125,162,115,2010-10-25,772.0,144,110,137,201,1
2675,204,120,202,2015-08-06,772.0,105,191,201,174,1
2678,208,178,186,2013-10-18,773.0,181,232,149,201,1
2681,125,162,115,2011-10-17,775.0,144,110,137,201,1
2687,125,162,115,2010-06-21,779.0,144,110,137,201,1
2689,235,129,119,2014-05-24,780.0,172,124,201,149,1
2693,189,116,147,2011-04-25,781.0,172,160,201,174,1
2695,208,178,186,2010-02-15,782.0,181,232,149,201,1
2696,204,120,202,2016-09-05,782.0,105,191,201,174,1
2701,216,235,190,2015-12-14,787.0,153,172,149,201,1
2703,100,120,176,2016-10-16,787.0,106,191,201,174,1
2710,208,178,186,2013-01-25,793.0,181,232,149,201,1
2716,204,120,202,2014-10-11,795.0,105,191,201,174,1
2725,189,116,147,2012-02-01,798.0,172,160,201,174,1
2738,125,162,115,2010-12-03,802.0,144,110,137,201,1
2744,208,178,186,2011-08-26,807.0,181,232,149,201,1
2745,204,120,202,2013-05-13,807.0,105,191,201,174,1
2755,125,162,115,2012-05-25,810.0,144,110,137,201,1
2756,128,235,230,2016-05-30,810.0,126,172,174,201,1
2757,100,120,176,2016-07-17,810.0,106,191,201,174,1
2758,204,120,202,2013-08-07,810.0,105,191,201,174,1
2765,235,123,229,2015-08-30,813.0,172,167,201,174,1
2769,125,162,115,2010-09-08,814.0,144,110,137,201,1
2774,204,120,202,2016-05-23,816.0,105,191,201,174,1
2780,125,162,115,2012-04-09,820.0,144,110,137,201,1
2784,204,120,202,2015-05-25,822.0,105,191,201,174,1
2800,125,162,115,2010-10-18,831.0,144,110,137,201,1
2809,125,162,115,2012-01-20,837.0,144,110,137,201,1
2815,235,123,229,2015-08-16,842.0,172,167,201,174,1
2817,204,120,202,2014-03-24,842.0,105,191,201,174,1
2818,100,120,176,2016-03-24,842.0,106,191,201,174,1
2820,204,120,202,2015-07-13,843.0,105,191,201,174,1
2825,235,123,229,2014-04-27,845.0,172,167,201,174,1
2831,100,120,176,2016-02-28,849.0,106,191,201,174,1
2836,235,216,112,2014-05-18,851.0,172,153,201,149,1
2837,125,162,115,2014-02-14,851.0,144,110,137,201,1
2838,235,123,229,2013-12-29,851.0,172,167,201,174,1
2846,125,162,115,2016-08-07,854.0,144,110,137,201,1
2848,125,162,115,2010-05-25,856.0,144,110,137,201,1
2849,208,178,186,2010-10-05,856.0,181,232,149,201,1
2852,208,178,186,2016-11-01,858.0,181,232,149,201,1
2854,204,120,202,2015-05-10,858.0,105,191,201,174,1
2857,125,162,115,2012-07-23,860.0,144,110,137,201,1
2859,204,120,202,2016-11-07,860.0,105,191,201,174,1
2860,216,235,190,2015-10-08,861.0,153,172,149,201,1
2870,235,129,119,2014-12-15,864.0,172,124,201,149,1
2885,125,162,115,2010-08-03,869.0,144,110,137,201,1
2894,235,120,224,2014-01-01,872.0,172,191,201,174,1
2902,100,120,176,2016-06-16,874.0,106,191,201,174,1
2916,125,162,115,2010-08-23,881.0,144,110,137,201,1
2917,100,120,176,2016-03-04,881.0,106,191,201,174,1
2920,208,178,186,2010-11-08,885.0,181,232,149,201,1
2921,100,120,176,2016-09-22,886.0,106,191,201,174,1
2923,125,162,115,2010-04-26,887.0,144,110,137,201,1
2925,125,162,115,2011-02-25,888.0,144,110,137,201,1
2930,125,162,115,2010-05-03,890.0,144,110,137,201,1
2932,235,195,151,2014-08-17,890.0,172,117,201,174,1
2938,189,116,147,2014-12-29,893.0,172,160,201,174,1
2943,235,123,229,2015-10-05,898.0,172,167,201,174,1
2946,125,162,115,2011-06-06,901.0,144,110,137,201,1
2947,125,162,115,2016-09-13,901.0,144,110,137,201,1
2948,208,178,186,2011-08-16,901.0,181,232,149,201,1
2949,216,235,190,2015-04-03,902.0,153,172,149,201,1
2951,189,116,147,2015-05-01,903.0,172,160,201,174,1
2961,235,123,229,2013-08-18,907.0,172,167,201,174,1
2965,125,162,115,2012-09-11,909.0,144,110,137,201,1
2976,235,120,224,2010-11-10,913.0,172,191,201,174,1
2978,162,219,170,2013-11-02,914.0,110,197,201,180,1
2987,100,120,176,2016-07-31,918.0,106,191,201,174,1
2989,125,162,115,2010-02-15,919.0,144,110,137,201,1
2990,125,162,115,2011-01-24,921.0,144,110,137,201,1
2991,235,123,229,2015-08-23,921.0,172,167,201,174,1
2995,125,162,115,2010-09-04,922.0,144,110,137,201,1
2997,100,120,176,2016-07-04,922.0,106,191,201,174,1
3001,235,179,212,2015-04-05,923.0,172,132,201,132,1
3004,100,120,176,2016-03-13,924.0,106,191,201,174,1
3006,100,120,176,2016-04-28,925.0,106,191,201,174,1
3011,125,162,115,2012-03-16,929.0,144,110,137,201,1
3012,125,162,115,2010-01-28,930.0,144,110,137,201,1
3016,217,145,183,2011-06-09,931.0,197,166,180,201,1
3019,125,162,115,2010-05-31,932.0,144,110,137,201,1
3021,100,120,176,2016-03-17,933.0,106,191,201,174,1
3023,125,162,115,2012-09-14,935.0,144,110,137,201,1
3027,125,162,115,2011-04-25,936.0,144,110,137,201,1
3029,100,120,176,2016-06-03,936.0,106,191,201,174,1
3031,100,120,176,2016-10-04,936.0,106,191,201,174,1
3034,100,120,176,2016-02-10,937.0,106,191,201,174,1
3035,189,116,147,2013-08-19,938.0,172,160,201,174,1
3038,100,120,176,2016-10-13,940.0,106,191,201,174,1
3039,100,120,176,2016-12-06,940.0,106,191,201,174,1
3041,208,178,186,2010-11-30,941.0,181,232,149,201,1
3042,100,120,176,2016-10-07,941.0,106,191,201,174,1
3044,208,178,186,2012-10-29,942.0,181,232,149,201,1
3048,125,162,115,2012-03-02,944.0,144,110,137,201,1
3049,235,123,229,2015-12-27,944.0,172,167,201,174,1
3052,100,120,176,2016-04-14,946.0,106,191,201,174,1
3053,125,162,115,2011-04-29,947.0,144,110,137,201,1
3054,100,120,176,2016-03-20,947.0,106,191,201,174,1
3057,125,162,115,2010-12-20,948.0,144,110,137,201,1
3061,125,162,115,2011-08-11,950.0,144,110,137,201,1
3063,208,178,186,2014-08-14,951.0,181,232,149,201,1
3064,100,120,176,2016-03-07,951.0,106,191,201,174,1
3065,204,120,202,2015-04-20,951.0,105,191,201,174,1
3073,100,120,176,2015-06-12,954.0,106,191,201,174,1
3076,100,120,176,2016-05-15,955.0,106,191,201,174,1
3077,100,120,176,2016-05-22,955.0,106,191,201,174,1
3078,100,120,176,2016-04-08,955.0,106,191,201,174,1
3079,235,120,224,2013-04-03,956.0,172,191,201,174,1
3080,100,120,176,2016-09-10,956.0,106,191,201,174,1
3084,125,162,115,2010-02-02,958.0,144,110,137,201,1
3087,125,162,115,2011-01-09,959.0,144,110,137,201,1
3089,100,120,176,2016-04-21,959.0,106,191,201,174,1
3095,100,120,176,2015-12-13,961.0,106,191,201,174,1
3097,125,162,115,2010-08-13,962.0,144,110,137,201,1
3098,208,178,186,2010-06-29,962.0,181,232,149,201,1
3099,235,120,224,2016-01-02,962.0,172,191,201,174,1
3109,100,120,176,2016-06-19,964.0,106,191,201,174,1
3114,204,120,202,2012-12-11,967.0,105,191,201,174,1
3121,125,162,115,2010-11-06,970.0,144,110,137,201,1
3125,204,120,202,2015-11-16,971.0,105,191,201,174,1
3127,100,120,176,2016-10-30,972.0,106,191,201,174,1
3129,208,178,186,2013-01-05,973.0,181,232,149,201,1
3130,204,120,202,2016-01-02,973.0,105,191,201,174,1
3134,125,162,115,2016-02-19,975.0,144,110,137,201,1
3139,216,182,213,2014-07-23,977.0,153,106,149,201,1
3143,204,120,202,2014-08-09,978.0,105,191,201,174,1
3144,204,120,202,2016-05-30,978.0,105,191,201,174,1
3150,208,178,186,2011-09-21,981.0,181,232,149,201,1
3154,235,123,229,2014-04-20,985.0,172,167,201,174,1
3155,100,120,176,2016-06-10,985.0,106,191,201,174,1
3156,235,216,112,2015-10-25,987.0,172,153,201,149,1
3158,125,162,115,2010-02-01,988.0,144,110,137,201,1
3159,208,178,186,2010-11-19,988.0,181,232,149,201,1
3160,125,162,115,2013-05-24,989.0,144,110,137,201,1
3164,204,120,202,2013-04-15,991.0,105,191,201,174,1
3170,235,120,224,2014-10-13,994.0,172,191,201,174,1
3171,235,123,229,2013-10-20,994.0,172,167,201,174,1
3173,204,120,202,2015-11-05,995.0,105,191,201,174,1
3174,100,120,176,2016-10-20,995.0,106,191,201,174,1
3177,235,216,112,2011-11-20,996.0,172,153,201,149,1
3179,100,120,176,2016-06-30,996.0,106,191,201,174,1
3189,125,162,115,2012-11-23,1001.0,144,110,137,201,1
3198,125,162,115,2013-02-08,1008.0,144,110,137,201,1
3203,208,178,186,2010-03-22,1010.0,181,232,149,201,1
3204,235,120,224,2015-09-27,1010.0,172,191,201,174,1
3205,208,178,186,2010-09-16,1011.0,181,232,149,201,1
3207,125,162,115,2010-06-07,1012.0,144,110,137,201,1
3208,100,120,176,2016-07-14,1012.0,106,191,201,174,1
3209,216,182,213,2015-04-02,1014.0,153,106,149,201,1
3211,235,216,112,2014-10-08,1015.0,172,153,201,149,1
3212,125,162,115,2012-02-05,1015.0,144,110,137,201,1
3215,208,178,186,2010-10-02,1016.0,181,232,149,201,1
3220,125,162,115,2010-08-10,1018.0,144,110,137,201,1
3221,208,178,186,2012-01-05,1018.0,181,232,149,201,1
3222,208,178,186,2010-03-17,1020.0,181,232,149,201,1
3224,142,235,134,2012-11-27,1021.0,197,172,180,201,1
3229,125,162,115,2011-04-02,1026.0,144,110,137,201,1
3230,125,162,115,2011-12-09,1026.0,144,110,137,201,1
3231,235,120,224,2015-06-09,1026.0,172,191,201,174,1
3235,125,162,115,2010-11-19,1029.0,144,110,137,201,1
3237,189,116,147,2012-05-21,1029.0,172,160,201,174,1
3240,125,162,115,2011-03-10,1033.0,144,110,137,201,1
3248,235,120,224,2011-03-21,1036.0,172,191,201,174,1
3249,100,120,176,2016-09-25,1036.0,106,191,201,174,1
3252,125,162,115,2010-05-14,1037.0,144,110,137,201,1
3254,204,120,202,2016-03-28,1037.0,105,191,201,174,1
3259,162,219,170,2013-08-26,1043.0,110,197,201,180,1
3261,100,120,176,2016-05-19,1043.0,106,191,201,174,1
3264,204,120,202,2014-06-30,1045.0,105,191,201,174,1
3265,204,120,202,2014-01-13,1046.0,105,191,201,174,1
3276,208,178,186,2010-05-07,1051.0,181,232,149,201,1
3278,216,235,190,2015-03-16,1051.0,153,172,149,201,1
3281,216,182,213,2015-09-30,1052.0,153,106,149,201,1
3282,125,162,115,2010-01-13,1053.0,144,110,137,201,1
3283,125,162,115,2014-10-31,1053.0,144,110,137,201,1
3284,216,235,190,2016-02-15,1053.0,153,172,149,201,1
3286,235,120,224,2013-09-12,1054.0,172,191,201,174,1
3289,235,123,229,2015-05-31,1055.0,172,167,201,174,1
3291,208,178,186,2011-03-01,1056.0,181,232,149,201,1
3293,204,120,202,2014-09-29,1056.0,105,191,201,174,1
3296,235,179,212,2013-05-13,1058.0,172,132,201,132,1
3307,142,235,134,2013-11-29,1061.0,197,172,180,201,1
3308,216,182,213,2015-03-03,1061.0,153,106,149,201,1
3317,125,162,115,2012-09-28,1066.0,144,110,137,201,1
3319,204,120,202,2013-04-02,1068.0,105,191,201,174,1
3320,189,116,147,2013-07-01,1069.0,172,160,201,174,1
3321,208,178,186,2010-04-13,1070.0,181,232,149,201,1
3324,125,162,115,2013-06-09,1072.0,144,110,137,201,1
3325,125,162,115,2016-03-28,1072.0,144,110,137,201,1
3328,125,162,115,2012-07-09,1074.0,144,110,137,201,1
3331,235,179,212,2012-09-01,1075.0,172,132,201,132,1
3332,235,179,212,2012-09-04,1075.0,172,132,201,132,1
3333,208,178,186,2010-07-12,1076.0,181,232,149,201,1
3334,208,178,186,2010-09-04,1077.0,181,232,149,201,1
3337,235,216,112,2015-04-01,1079.0,172,153,201,149,1
3339,204,120,202,2016-04-25,1080.0,105,191,201,174,1
3342,125,162,115,2011-12-30,1083.0,144,110,137,201,1
3347,208,178,186,2010-08-13,1086.0,181,232,149,201,1
3349,216,182,213,2015-02-26,1087.0,153,106,149,201,1
3351,100,120,176,2016-10-23,1088.0,106,191,201,174,1
3353,125,162,115,2010-08-20,1089.0,144,110,137,201,1
3357,125,162,115,2010-02-23,1091.0,144,110,137,201,1
3370,125,162,115,2010-03-15,1098.0,144,110,137,201,1
3372,208,178,186,2010-06-22,1099.0,181,232,149,201,1
3374,100,120,176,2016-07-07,1100.0,106,191,201,174,1
3375,208,178,186,2016-08-07,1101.0,181,232,149,201,1
3376,216,235,190,2015-04-27,1101.0,153,172,149,201,1
3378,125,162,115,2016-04-01,1103.0,144,110,137,201,1
3380,235,120,224,2014-04-08,1105.0,172,191,201,174,1
3385,235,217,175,2013-02-02,1109.0,172,197,201,180,1
3388,204,120,202,2014-02-24,1110.0,105,191,201,174,1
3394,235,219,163,2015-06-03,1113.0,172,197,201,180,1
3395,125,162,115,2015-02-01,1113.0,144,110,137,201,1
3400,235,120,224,2015-09-21,1114.0,172,191,201,174,1
3404,204,120,202,2015-01-06,1115.0,105,191,201,174,1
3405,125,162,115,2012-02-17,1116.0,144,110,137,201,1
3407,125,162,115,2010-05-07,1117.0,144,110,137,201,1
3409,235,216,112,2015-01-18,1118.0,172,153,201,149,1
3411,208,178,186,2011-08-15,1119.0,181,232,149,201,1
3412,235,120,224,2015-09-11,1119.0,172,191,201,174,1
3414,208,178,186,2010-06-21,1120.0,181,232,149,201,1
3417,125,162,115,2011-02-18,1121.0,144,110,137,201,1
3424,125,162,115,2012-08-20,1123.0,144,110,137,201,1
3434,208,178,186,2010-03-05,1127.0,181,232,149,201,1
3435,125,162,115,2011-10-31,1128.0,144,110,137,201,1
3436,178,208,227,2011-08-16,1128.0,232,181,201,149,1
3439,216,182,213,2015-09-24,1129.0,153,106,149,201,1
3442,125,162,115,2011-06-20,1131.0,144,110,137,201,1
3447,235,195,151,2013-05-19,1132.0,172,117,201,174,1
3451,208,178,186,2010-08-02,1136.0,181,232,149,201,1
3453,216,235,190,2014-07-04,1137.0,153,172,149,201,1
3454,125,162,115,2016-05-09,1138.0,144,110,137,201,1
3455,208,178,186,2010-02-08,1138.0,181,232,149,201,1
3458,235,216,112,2015-06-12,1139.0,172,153,201,149,1
3459,208,178,186,2012-04-11,1139.0,181,232,149,201,1
3460,100,120,176,2016-10-03,1141.0,106,191,201,174,1
3461,125,162,115,2014-09-23,1143.0,144,110,137,201,1
3462,216,182,213,2015-07-21,1143.0,153,106,149,201,1
3464,208,178,186,2010-08-24,1144.0,181,232,149,201,1
3471,208,178,186,2012-08-24,1146.0,181,232,149,201,1
3472,235,179,212,2013-08-19,1147.0,172,132,201,132,1
3475,125,162,115,2010-07-04,1148.0,144,110,137,201,1
3476,208,178,186,2010-12-08,1148.0,181,232,149,201,1
3477,216,182,213,2015-02-25,1148.0,153,106,149,201,1
3478,125,162,115,2010-04-10,1149.0,144,110,137,201,1
3479,235,116,194,2012-09-04,1149.0,172,160,201,174,1
3481,125,162,115,2011-05-31,1151.0,144,110,137,201,1
3482,208,178,186,2010-05-17,1151.0,181,232,149,201,1
3483,208,178,186,2012-07-23,1151.0,181,232,149,201,1
3486,204,120,202,2016-09-26,1153.0,105,191,201,174,1
3489,125,162,115,2011-07-15,1154.0,144,110,137,201,1
3490,125,162,115,2012-04-30,1155.0,144,110,137,201,1
3491,208,178,186,2013-06-11,1155.0,181,232,149,201,1
3492,125,162,115,2010-11-15,1156.0,144,110,137,201,1
3495,208,178,186,2013-08-19,1160.0,181,232,149,201,1
3496,235,120,224,2013-08-25,1160.0,172,191,201,174,1
3498,216,182,213,2014-12-16,1161.0,153,106,149,201,1
3500,208,178,186,2010-03-29,1162.0,181,232,149,201,1
3501,204,120,202,2016-05-09,1162.0,105,191,201,174,1
3507,125,162,115,2010-05-08,1168.0,144,110,137,201,1
3508,216,235,190,2015-07-12,1168.0,153,172,149,201,1
3509,204,120,202,2013-10-28,1169.0,105,191,201,174,1
3510,100,120,176,2016-02-06,1169.0,106,191,201,174,1
3516,125,162,115,2010-09-03,1177.0,144,110,137,201,1
3517,216,235,190,2015-04-20,1177.0,153,172,149,201,1
3520,235,123,229,2015-06-21,1178.0,172,167,201,174,1
3522,125,162,115,2012-01-06,1179.0,144,110,137,201,1
3527,125,162,115,2010-10-08,1182.0,144,110,137,201,1
3528,125,162,115,2012-02-03,1182.0,144,110,137,201,1
3530,208,178,186,2015-05-01,1183.0,181,232,149,201,1
3533,179,235,221,2016-12-02,1186.0,132,172,132,201,1
3534,125,162,115,2010-11-01,1187.0,144,110,137,201,1
3537,125,162,115,2013-09-13,1188.0,144,110,137,201,1
3538,142,235,134,2012-08-16,1189.0,197,172,180,201,1
3542,189,116,147,2011-08-08,1191.0,172,160,201,174,1
3543,125,162,115,2012-12-24,1192.0,144,110,137,201,1
3544,235,216,112,2011-04-12,1193.0,172,153,201,149,1
3546,204,120,202,2015-09-11,1193.0,105,191,201,174,1
3549,208,178,186,2010-03-06,1194.0,181,232,149,201,1
3554,235,195,151,2016-10-17,1196.0,172,117,201,174,1
3557,208,178,186,2010-07-22,1199.0,181,232,149,201,1
3560,125,162,115,2010-06-08,1201.0,144,110,137,201,1
