,ORG,DST,SECTOR_ID,SDD,TOTAL_CORE,ORG_CTRY,DST_CTRY,ORG_REGION,DST_REGION,IN_SCOPE
17596,235,195,151,2015-04-23,17722.0,172,117,201,174,1
17599,162,125,220,2011-10-23,17728.0,110,144,201,137,1
17600,219,235,113,2016-10-16,17728.0,197,172,180,201,1
17601,235,128,192,2014-07-06,17728.0,172,126,201,174,1
17602,235,217,175,2012-02-08,17731.0,172,197,201,180,1
17604,162,125,220,2016-06-04,17736.0,110,144,201,137,1
17606,235,217,175,2010-06-30,17740.0,172,197,201,180,1
17607,235,128,192,2014-11-01,17741.0,172,126,201,174,1
17608,235,216,112,2014-01-08,17742.0,172,153,201,149,1
17609,235,120,224,2011-08-16,17744.0,172,191,201,174,1
17610,162,125,220,2015-08-25,17746.0,110,144,201,137,1
17611,219,235,113,2012-08-19,17746.0,197,172,180,201,1
17612,162,125,220,2010-10-31,17749.0,110,144,201,137,1
17616,235,129,119,2016-03-07,17754.0,172,124,201,149,1
17620,235,195,151,2015-12-19,17761.0,172,117,201,174,1
17621,219,162,141,2013-12-27,17763.0,197,110,180,201,1
17622,235,195,151,2015-10-03,17763.0,172,117,201,174,1
17623,142,235,134,2014-02-26,17765.0,197,172,180,201,1
17624,235,195,151,2015-09-22,17765.0,172,117,201,174,1
17628,235,195,151,2016-04-10,17771.0,172,117,201,174,1
17629,217,145,183,2012-12-13,17774.0,197,166,180,201,1
17630,162,125,220,2010-01-21,17775.0,110,144,201,137,1
17633,219,235,113,2012-08-01,17781.0,197,172,180,201,1
17635,142,235,134,2014-02-21,17787.0,197,172,180,201,1
17638,235,217,175,2012-11-13,17792.0,172,197,201,180,1
17640,217,145,183,2013-01-15,17792.0,197,166,180,201,1
17641,235,203,215,2014-04-26,17792.0,172,124,201,149,1
17643,235,195,151,2015-03-19,17795.0,172,117,201,174,1
17645,235,217,175,2013-12-26,17799.0,172,197,201,180,1
17647,235,203,215,2014-03-15,17800.0,172,124,201,149,1
17648,235,203,215,2010-07-11,17802.0,172,124,201,149,1
17650,235,203,215,2013-10-04,17804.0,172,124,201,149,1
17652,219,235,113,2016-09-18,17806.0,197,172,180,201,1
17657,235,195,151,2016-10-15,17811.0,172,117,201,174,1
17659,235,219,163,2016-03-01,17812.0,172,197,201,180,1
17660,235,195,151,2015-09-25,17813.0,172,117,201,174,1
17661,235,203,215,2013-02-23,17815.0,172,124,201,149,1
17662,235,217,175,2012-11-07,17817.0,172,197,201,180,1
17663,219,235,113,2010-12-19,17819.0,197,172,180,201,1
17664,162,125,220,2010-01-15,17820.0,110,144,201,137,1
17665,235,217,175,2013-04-23,17820.0,172,197,201,180,1
17666,235,203,215,2013-01-02,17822.0,172,124,201,149,1
17668,145,219,168,2011-04-01,17825.0,166,197,201,180,1
17676,235,217,175,2012-07-31,17838.0,172,197,201,180,1
17677,235,217,175,2013-03-07,17841.0,172,197,201,180,1
17680,142,235,134,2014-04-16,17842.0,197,172,180,201,1
17684,162,125,220,2010-08-08,17847.0,110,144,201,137,1
17685,162,125,220,2010-11-16,17850.0,110,144,201,137,1
17687,162,125,220,2012-01-04,17851.0,110,144,201,137,1
17688,142,235,134,2013-01-06,17851.0,197,172,180,201,1
17689,235,129,119,2014-06-15,17852.0,172,124,201,149,1
17694,235,195,151,2016-01-19,17856.0,172,117,201,174,1
17696,235,217,175,2010-07-27,17864.0,172,197,201,180,1
17697,217,145,183,2016-01-27,17865.0,197,166,180,201,1
17699,235,129,119,2014-06-20,17867.0,172,124,201,149,1
17700,145,219,168,2016-03-10,17869.0,166,197,201,180,1
17704,235,217,175,2011-01-09,17875.0,172,197,201,180,1
17705,235,179,212,2013-04-20,17875.0,172,132,201,132,1
17707,142,235,134,2014-04-17,17887.0,197,172,180,201,1
17709,162,125,220,2011-11-27,17891.0,110,144,201,137,1
17710,161,235,210,2012-03-01,17891.0,126,172,174,201,1
17712,235,217,175,2013-06-13,17893.0,172,197,201,180,1
17713,142,235,134,2014-01-14,17896.0,197,172,180,201,1
17715,217,145,183,2015-11-06,17899.0,197,166,180,201,1
17716,235,129,119,2014-03-06,17899.0,172,124,201,149,1
17718,235,203,215,2014-08-27,17910.0,172,124,201,149,1
17721,235,217,175,2010-10-26,17914.0,172,197,201,180,1
17722,217,145,183,2013-09-17,17914.0,197,166,180,201,1
17723,235,195,151,2016-02-09,17917.0,172,117,201,174,1
17725,235,195,151,2016-06-17,17921.0,172,117,201,174,1
17727,219,162,141,2013-02-08,17922.0,197,110,180,201,1
17728,162,125,220,2013-03-31,17923.0,110,144,201,137,1
17729,235,195,151,2016-06-24,17923.0,172,117,201,174,1
17730,219,235,113,2014-07-13,17924.0,197,172,180,201,1
17735,142,235,134,2013-10-23,17928.0,197,172,180,201,1
17736,235,203,215,2015-06-01,17929.0,172,124,201,149,1
17737,235,128,192,2015-12-09,17929.0,172,126,201,174,1
17738,235,217,175,2013-09-25,17931.0,172,197,201,180,1
17741,235,179,212,2014-08-02,17937.0,172,132,201,132,1
17742,179,235,221,2016-07-10,17938.0,132,172,132,201,1
17744,235,129,119,2014-10-25,17941.0,172,124,201,149,1
17745,162,125,220,2010-01-29,17942.0,110,144,201,137,1
17747,235,217,175,2013-01-10,17944.0,172,197,201,180,1
17748,235,203,215,2014-04-11,17946.0,172,124,201,149,1
17749,162,125,220,2012-02-14,17949.0,110,144,201,137,1
17750,235,203,215,2012-09-19,17949.0,172,124,201,149,1
17752,162,125,220,2010-07-10,17952.0,110,144,201,137,1
17754,219,235,113,2013-02-17,17955.0,197,172,180,201,1
17757,162,125,220,2011-07-19,17957.0,110,144,201,137,1
17758,235,116,194,2012-08-28,17957.0,172,160,201,174,1
17759,235,217,175,2011-08-11,17958.0,172,197,201,180,1
17760,235,216,112,2012-03-01,17962.0,172,153,201,149,1
17761,142,235,134,2013-02-10,17962.0,197,172,180,201,1
17763,142,235,134,2013-10-19,17964.0,197,172,180,201,1
17764,235,128,192,2014-11-12,17965.0,172,126,201,174,1
17766,235,217,175,2011-02-11,17967.0,172,197,201,180,1
17768,235,203,215,2013-11-19,17968.0,172,124,201,149,1
17770,142,235,134,2012-12-20,17970.0,197,172,180,201,1
17772,145,219,168,2011-11-20,17973.0,166,197,201,180,1
17774,162,125,220,2011-06-07,17979.0,110,144,201,137,1
17775,217,145,183,2012-04-01,17979.0,197,166,180,201,1
17776,235,217,175,2013-03-20,17981.0,172,197,201,180,1
17778,217,145,183,2013-03-14,17990.0,197,166,180,201,1
17779,219,162,141,2016-07-08,17992.0,197,110,180,201,1
17780,235,128,192,2014-02-22,17994.0,172,126,201,174,1
17781,235,217,175,2012-11-20,17995.0,172,197,201,180,1
17782,235,195,151,2016-09-14,17996.0,172,117,201,174,1
17783,235,203,215,2014-01-08,17997.0,172,124,201,149,1
17785,142,235,134,2014-03-13,17999.0,197,172,180,201,1
17786,235,195,151,2015-08-12,18000.0,172,117,201,174,1
17787,162,125,220,2010-03-10,18001.0,110,144,201,137,1
17790,235,195,151,2015-11-20,18005.0,172,117,201,174,1
17792,235,179,212,2013-12-14,18007.0,172,132,201,132,1
17797,235,195,151,2015-06-08,18012.0,172,117,201,174,1
17803,235,217,175,2013-10-09,18025.0,172,197,201,180,1
17804,162,125,220,2011-04-21,18026.0,110,144,201,137,1
17809,235,195,151,2015-08-09,18033.0,172,117,201,174,1
17810,235,217,175,2011-04-05,18034.0,172,197,201,180,1
17815,235,129,119,2013-05-19,18042.0,172,124,201,149,1
17817,219,235,113,2012-10-06,18045.0,197,172,180,201,1
17818,217,145,183,2010-06-17,18045.0,197,166,180,201,1
17819,162,125,220,2011-02-26,18047.0,110,144,201,137,1
17823,142,235,134,2013-09-28,18054.0,197,172,180,201,1
17828,142,235,134,2013-03-28,18057.0,197,172,180,201,1
17829,162,219,170,2016-05-01,18057.0,110,197,201,180,1
17830,162,125,220,2010-11-17,18061.0,110,144,201,137,1
17832,235,203,215,2014-03-29,18061.0,172,124,201,149,1
17836,235,217,175,2013-09-04,18064.0,172,197,201,180,1
17837,235,195,151,2015-05-11,18064.0,172,117,201,174,1
17838,235,116,194,2011-12-30,18065.0,172,160,201,174,1
17839,162,125,220,2011-06-12,18068.0,110,144,201,137,1
17840,235,128,192,2015-07-18,18069.0,172,126,201,174,1
17842,235,195,151,2016-07-16,18072.0,172,117,201,174,1
17843,235,195,151,2015-08-07,18073.0,172,117,201,174,1
17844,142,235,134,2013-12-10,18077.0,197,172,180,201,1
17845,235,195,151,2015-04-22,18078.0,172,117,201,174,1
17846,235,217,175,2012-06-29,18079.0,172,197,201,180,1
17850,235,195,151,2014-04-12,18086.0,172,117,201,174,1
17851,162,125,220,2010-07-25,18087.0,110,144,201,137,1
17852,162,125,220,2013-06-01,18087.0,110,144,201,137,1
17855,235,195,151,2016-01-20,18088.0,172,117,201,174,1
17857,145,219,168,2011-03-07,18091.0,166,197,201,180,1
17858,235,217,175,2011-01-25,18094.0,172,197,201,180,1
17859,235,195,151,2016-02-26,18095.0,172,117,201,174,1
17863,179,235,221,2010-05-12,18099.0,132,172,132,201,1
17864,235,217,175,2012-02-03,18101.0,172,197,201,180,1
17865,235,217,175,2012-08-15,18101.0,172,197,201,180,1
17866,235,217,175,2013-10-05,18101.0,172,197,201,180,1
17867,162,125,220,2010-02-09,18102.0,110,144,201,137,1
17870,162,125,220,2011-06-17,18104.0,110,144,201,137,1
17871,235,217,175,2012-08-25,18105.0,172,197,201,180,1
17873,235,217,175,2012-02-02,18106.0,172,197,201,180,1
17881,219,235,113,2015-08-03,18126.0,197,172,180,201,1
17882,235,203,215,2013-06-28,18126.0,172,124,201,149,1
17884,235,129,119,2014-07-20,18132.0,172,124,201,149,1
17885,235,195,151,2016-05-21,18132.0,172,117,201,174,1
17887,235,128,192,2016-03-16,18135.0,172,126,201,174,1
17888,162,208,228,2016-02-27,18137.0,110,181,201,149,1
17891,235,129,119,2015-10-01,18143.0,172,124,201,149,1
17893,142,235,134,2013-09-17,18144.0,197,172,180,201,1
17897,235,195,151,2015-10-14,18160.0,172,117,201,174,1
17899,235,120,224,2014-09-21,18163.0,172,191,201,174,1
17904,235,128,192,2015-10-17,18172.0,172,126,201,174,1
17905,162,125,220,2011-03-15,18173.0,110,144,201,137,1
17907,235,128,192,2014-11-10,18175.0,172,126,201,174,1
17908,235,195,151,2016-10-08,18175.0,172,117,201,174,1
17910,219,235,113,2011-07-31,18178.0,197,172,180,201,1
17911,162,125,220,2010-04-21,18179.0,110,144,201,137,1
17912,142,235,134,2014-07-22,18179.0,197,172,180,201,1
17913,219,162,141,2015-10-02,18180.0,197,110,180,201,1
17918,235,128,192,2014-09-20,18186.0,172,126,201,174,1
17920,235,179,212,2013-12-31,18192.0,172,132,201,132,1
17921,142,235,134,2013-06-21,18192.0,197,172,180,201,1
17924,235,195,151,2014-06-20,18198.0,172,117,201,174,1
17925,235,195,151,2016-09-21,18198.0,172,117,201,174,1
17927,235,203,215,2016-06-25,18201.0,172,124,201,149,1
17932,235,219,163,2013-10-06,18206.0,172,197,201,180,1
17937,235,217,175,2012-12-27,18221.0,172,197,201,180,1
17939,235,195,151,2015-10-30,18222.0,172,117,201,174,1
17941,235,217,175,2013-02-13,18224.0,172,197,201,180,1
17943,235,216,112,2013-03-18,18226.0,172,153,201,149,1
17945,219,162,141,2013-08-29,18227.0,197,110,180,201,1
17946,162,125,220,2015-03-17,18230.0,110,144,201,137,1
17947,235,195,151,2015-03-17,18231.0,172,117,201,174,1
17948,235,179,212,2012-06-16,18233.0,172,132,201,132,1
17949,235,179,212,2012-05-05,18234.0,172,132,201,132,1
17950,235,195,151,2015-12-11,18234.0,172,117,201,174,1
17951,235,219,163,2012-10-12,18236.0,172,197,201,180,1
17953,235,179,212,2013-09-03,18236.0,172,132,201,132,1
17954,219,235,113,2015-08-11,18238.0,197,172,180,201,1
17956,235,219,163,2011-09-19,18239.0,172,197,201,180,1
17964,235,129,119,2016-04-09,18273.0,172,124,201,149,1
17965,162,125,220,2010-05-09,18276.0,110,144,201,137,1
17969,145,219,168,2012-04-16,18279.0,166,197,201,180,1
17972,142,235,134,2014-06-11,18283.0,197,172,180,201,1
17974,219,162,141,2013-01-20,18285.0,197,110,180,201,1
17975,235,195,151,2015-07-31,18291.0,172,117,201,174,1
17976,162,125,220,2011-06-22,18292.0,110,144,201,137,1
17977,235,217,175,2016-05-01,18295.0,172,197,201,180,1
17978,235,195,151,2016-07-22,18295.0,172,117,201,174,1
17979,235,217,175,2012-06-15,18296.0,172,197,201,180,1
17980,219,162,141,2013-07-30,18296.0,197,110,180,201,1
17983,162,125,220,2012-02-22,18305.0,110,144,201,137,1
17986,145,219,168,2010-05-14,18307.0,166,197,201,180,1
17987,162,125,220,2010-08-14,18311.0,110,144,201,137,1
17988,235,195,151,2015-02-07,18311.0,172,117,201,174,1
17991,235,217,175,2014-09-16,18314.0,172,197,201,180,1
17995,142,235,134,2013-06-15,18317.0,197,172,180,201,1
17996,219,162,141,2014-11-18,18319.0,197,110,180,201,1
17998,142,235,134,2012-04-08,18322.0,197,172,180,201,1
17999,219,162,141,2013-07-31,18322.0,197,110,180,201,1
18001,235,203,215,2014-08-08,18328.0,172,124,201,149,1
18002,162,125,220,2010-04-09,18330.0,110,144,201,137,1
18003,235,203,215,2013-12-21,18330.0,172,124,201,149,1
18005,235,120,224,2011-01-01,18333.0,172,191,201,174,1
18007,235,129,119,2013-07-28,18341.0,172,124,201,149,1
18009,235,179,212,2012-04-28,18342.0,172,132,201,132,1
18010,235,195,151,2015-09-09,18343.0,172,117,201,174,1
18011,162,125,220,2012-07-17,18345.0,110,144,201,137,1
18014,235,195,151,2015-07-30,18346.0,172,117,201,174,1
18016,235,195,151,2014-06-27,18349.0,172,117,201,174,1
18018,235,217,175,2012-04-07,18351.0,172,197,201,180,1
18020,142,235,134,2014-01-22,18354.0,197,172,180,201,1
18021,235,217,175,2014-09-09,18356.0,172,197,201,180,1
18022,235,217,175,2011-03-02,18360.0,172,197,201,180,1
18023,162,125,220,2015-02-24,18361.0,110,144,201,137,1
18024,128,235,230,2010-01-27,18365.0,126,172,174,201,1
18026,235,219,163,2011-02-05,18372.0,172,197,201,180,1
18027,162,125,220,2016-01-11,18381.0,110,144,201,137,1
18031,142,235,134,2014-11-02,18385.0,197,172,180,201,1
18032,235,195,151,2016-03-05,18386.0,172,117,201,174,1
18033,235,203,215,2014-12-04,18387.0,172,124,201,149,1
18037,235,195,151,2016-07-29,18395.0,172,117,201,174,1
18038,235,179,212,2013-05-10,18396.0,172,132,201,132,1
18039,179,235,221,2010-02-11,18398.0,132,172,132,201,1
18043,235,216,112,2013-06-22,18405.0,172,153,201,149,1
18045,235,219,163,2014-06-01,18408.0,172,197,201,180,1
18046,162,125,220,2011-03-09,18409.0,110,144,201,137,1
18049,235,217,175,2010-05-05,18410.0,172,197,201,180,1
18053,235,217,175,2013-09-24,18414.0,172,197,201,180,1
18054,235,216,112,2013-02-01,18415.0,172,153,201,149,1
18055,235,129,119,2016-01-24,18418.0,172,124,201,149,1
18056,235,203,215,2014-10-18,18420.0,172,124,201,149,1
18058,162,219,170,2014-08-14,18421.0,110,197,201,180,1
18064,235,195,151,2014-05-16,18427.0,172,117,201,174,1
18070,235,195,151,2015-07-28,18439.0,172,117,201,174,1
18071,235,128,192,2015-06-06,18440.0,172,126,201,174,1
18073,219,162,141,2016-09-10,18441.0,197,110,180,201,1
18075,235,128,192,2014-08-23,18443.0,172,126,201,174,1
18076,162,208,228,2015-06-27,18444.0,110,181,201,149,1
18079,203,235,231,2012-01-24,18448.0,124,172,149,201,1
18082,162,125,220,2011-03-25,18450.0,110,144,201,137,1
18083,235,128,192,2013-04-20,18454.0,172,126,201,174,1
18084,235,195,151,2016-04-22,18455.0,172,117,201,174,1
18086,235,203,215,2014-08-15,18456.0,172,124,201,149,1
18088,235,129,119,2013-10-13,18460.0,172,124,201,149,1
18090,235,217,175,2012-03-23,18463.0,172,197,201,180,1
18091,235,203,215,2013-09-28,18466.0,172,124,201,149,1
18093,142,235,134,2014-01-24,18468.0,197,172,180,201,1
18096,142,235,134,2012-07-28,18477.0,197,172,180,201,1
18097,235,129,119,2014-11-15,18477.0,172,124,201,149,1
18098,219,235,113,2011-11-20,18481.0,197,172,180,201,1
18099,235,195,151,2015-09-17,18487.0,172,117,201,174,1
18101,235,217,175,2012-03-28,18488.0,172,197,201,180,1
18103,235,179,212,2012-04-08,18494.0,172,132,201,132,1
18104,142,235,134,2014-03-15,18494.0,197,172,180,201,1
18107,235,129,119,2015-08-29,18497.0,172,124,201,149,1
18108,129,235,200,2016-02-14,18500.0,124,172,149,201,1
18111,235,203,215,2013-11-15,18507.0,172,124,201,149,1
18114,142,235,134,2014-12-02,18509.0,197,172,180,201,1
18115,162,219,170,2014-08-13,18509.0,110,197,201,180,1
18117,162,125,220,2013-03-04,18511.0,110,144,201,137,1
18118,235,217,175,2011-09-03,18512.0,172,197,201,180,1
18120,235,217,175,2013-07-26,18516.0,172,197,201,180,1
18121,235,128,192,2016-10-15,18516.0,172,126,201,174,1
18123,219,162,141,2015-12-29,18520.0,197,110,180,201,1
18128,235,217,175,2010-07-29,18525.0,172,197,201,180,1
18130,142,235,134,2013-09-26,18527.0,197,172,180,201,1
18132,235,217,175,2012-01-30,18534.0,172,197,201,180,1
18133,217,145,183,2011-08-23,18534.0,197,166,180,201,1
18134,235,203,215,2015-12-30,18534.0,172,124,201,149,1
18136,142,235,134,2013-11-15,18540.0,197,172,180,201,1
18137,142,235,134,2016-05-01,18540.0,197,172,180,201,1
18140,235,216,112,2013-09-09,18544.0,172,153,201,149,1
18142,162,125,220,2010-06-24,18548.0,110,144,201,137,1
18144,235,128,192,2016-11-06,18553.0,172,126,201,174,1
18147,235,195,151,2015-06-11,18554.0,172,117,201,174,1
18150,142,235,134,2013-05-25,18557.0,197,172,180,201,1
18151,235,217,175,2015-02-24,18564.0,172,197,201,180,1
18152,162,125,220,2010-10-09,18565.0,110,144,201,137,1
18153,235,195,151,2014-05-23,18565.0,172,117,201,174,1
18154,235,203,215,2016-03-09,18568.0,172,124,201,149,1
18156,235,129,119,2015-07-25,18570.0,172,124,201,149,1
18157,235,203,215,2014-12-08,18571.0,172,124,201,149,1
18158,235,195,151,2015-01-28,18572.0,172,117,201,174,1
18159,162,125,220,2010-11-03,18573.0,110,144,201,137,1
18162,235,195,151,2015-03-18,18573.0,172,117,201,174,1
18163,162,125,220,2012-01-27,18574.0,110,144,201,137,1
18164,219,235,113,2015-04-10,18577.0,197,172,180,201,1
18165,235,179,212,2013-08-06,18577.0,172,132,201,132,1
18166,235,128,192,2016-09-01,18582.0,172,126,201,174,1
18167,142,235,134,2014-05-23,18586.0,197,172,180,201,1
18168,162,125,220,2010-11-21,18587.0,110,144,201,137,1
18169,235,217,175,2011-08-17,18589.0,172,197,201,180,1
18172,235,216,112,2011-11-21,18593.0,172,153,201,149,1
18174,145,219,168,2010-11-29,18594.0,166,197,201,180,1
18175,235,195,151,2013-12-20,18596.0,172,117,201,174,1
18178,235,129,119,2015-10-17,18597.0,172,124,201,149,1
18180,217,145,183,2016-04-28,18600.0,197,166,180,201,1
18181,235,128,192,2013-03-16,18601.0,172,126,201,174,1
18186,235,128,192,2015-04-22,18605.0,172,126,201,174,1
18188,235,116,194,2013-02-05,18606.0,172,160,201,174,1
18189,162,125,220,2011-03-13,18609.0,110,144,201,137,1
18190,162,125,220,2011-10-30,18609.0,110,144,201,137,1
18191,235,217,175,2012-06-13,18609.0,172,197,201,180,1
18192,219,145,157,2013-11-13,18611.0,197,166,180,201,1
18198,235,195,151,2016-04-02,18616.0,172,117,201,174,1
18199,162,125,220,2010-10-19,18617.0,110,144,201,137,1
18200,235,195,151,2015-05-27,18619.0,172,117,201,174,1
18204,235,217,175,2013-12-03,18624.0,172,197,201,180,1
18206,145,219,168,2011-12-29,18627.0,166,197,201,180,1
18208,235,116,194,2014-02-05,18631.0,172,160,201,174,1
18209,235,179,212,2012-04-14,18632.0,172,132,201,132,1
18213,235,203,215,2014-07-10,18639.0,172,124,201,149,1
18214,145,219,168,2010-11-26,18643.0,166,197,201,180,1
18221,235,129,119,2015-03-28,18657.0,172,124,201,149,1
18223,235,217,175,2012-04-17,18659.0,172,197,201,180,1
18225,235,217,175,2014-05-22,18661.0,172,197,201,180,1
18227,235,217,175,2013-06-14,18665.0,172,197,201,180,1
18228,235,179,212,2012-12-15,18666.0,172,132,201,132,1
18229,235,128,192,2016-04-06,18666.0,172,126,201,174,1
18230,235,179,212,2014-06-21,18668.0,172,132,201,132,1
18231,235,195,151,2015-04-03,18670.0,172,117,201,174,1
18232,235,217,175,2012-04-19,18671.0,172,197,201,180,1
18233,142,235,134,2014-11-13,18671.0,197,172,180,201,1
18238,235,128,192,2014-05-24,18678.0,172,126,201,174,1
18239,235,195,151,2015-06-05,18679.0,172,117,201,174,1
18241,235,203,215,2012-12-22,18684.0,172,124,201,149,1
18242,219,162,141,2013-07-08,18685.0,197,110,180,201,1
18243,145,219,168,2012-12-03,18687.0,166,197,201,180,1
18247,162,125,220,2012-08-22,18689.0,110,144,201,137,1
18248,142,235,134,2014-08-01,18689.0,197,172,180,201,1
18249,235,217,175,2012-04-21,18690.0,172,197,201,180,1
18252,235,203,215,2013-12-14,18692.0,172,124,201,149,1
18253,120,235,169,2011-04-01,18693.0,191,172,174,201,1
18254,142,235,134,2015-01-14,18698.0,197,172,180,201,1
18255,142,235,134,2013-02-02,18703.0,197,172,180,201,1
18256,120,235,169,2010-05-16,18704.0,191,172,174,201,1
18259,235,217,175,2011-09-11,18707.0,172,197,201,180,1
18260,235,203,215,2014-04-29,18707.0,172,124,201,149,1
18261,235,217,175,2012-11-14,18709.0,172,197,201,180,1
18263,235,217,175,2010-06-10,18711.0,172,197,201,180,1
18265,235,195,151,2015-10-21,18715.0,172,117,201,174,1
18268,219,162,141,2013-02-06,18718.0,197,110,180,201,1
18270,235,179,212,2014-05-07,18722.0,172,132,201,132,1
18272,235,129,119,2014-05-28,18724.0,172,124,201,149,1
18273,142,235,134,2015-07-14,18731.0,197,172,180,201,1
18277,219,162,141,2013-07-25,18735.0,197,110,180,201,1
18279,235,217,175,2013-03-09,18737.0,172,197,201,180,1
18285,235,217,175,2012-01-25,18741.0,172,197,201,180,1
18289,235,120,224,2010-12-25,18744.0,172,191,201,174,1
18297,235,128,192,2016-08-13,18750.0,172,126,201,174,1
18298,235,203,215,2014-10-14,18753.0,172,124,201,149,1
18299,219,162,141,2016-04-09,18755.0,197,110,180,201,1
18300,162,125,220,2012-04-22,18756.0,110,144,201,137,1
18302,235,179,212,2013-05-18,18758.0,172,132,201,132,1
18304,235,195,151,2016-04-29,18760.0,172,117,201,174,1
18308,235,217,175,2013-02-26,18763.0,172,197,201,180,1
18310,235,128,192,2016-02-24,18765.0,172,126,201,174,1
18311,235,128,192,2014-06-09,18767.0,172,126,201,174,1
18317,142,235,134,2013-01-26,18776.0,197,172,180,201,1
18318,235,217,175,2012-03-20,18779.0,172,197,201,180,1
18319,145,219,168,2010-09-07,18780.0,166,197,201,180,1
18321,235,179,212,2013-07-09,18783.0,172,132,201,132,1
18325,235,217,175,2012-10-13,18792.0,172,197,201,180,1
18327,235,217,175,2011-09-28,18793.0,172,197,201,180,1
18328,235,203,215,2015-07-14,18793.0,172,124,201,149,1
18329,219,235,113,2014-02-11,18794.0,197,172,180,201,1
18330,219,162,141,2013-05-21,18794.0,197,110,180,201,1
18332,235,217,175,2013-02-20,18796.0,172,197,201,180,1
18334,235,219,163,2011-08-29,18798.0,172,197,201,180,1
18336,162,125,220,2012-11-04,18800.0,110,144,201,137,1
18340,235,120,224,2015-01-01,18804.0,172,191,201,174,1
18343,142,235,134,2015-09-01,18808.0,197,172,180,201,1
18344,235,195,151,2016-09-08,18808.0,172,117,201,174,1
18345,219,235,113,2015-04-26,18812.0,197,172,180,201,1
18346,235,179,212,2012-01-12,18813.0,172,132,201,132,1
18347,179,189,143,2016-11-06,18813.0,132,172,132,201,1
18349,145,219,168,2012-03-18,18814.0,166,197,201,180,1
18350,219,235,113,2015-11-10,18815.0,197,172,180,201,1
18351,219,162,141,2014-07-01,18815.0,197,110,180,201,1
18353,162,125,220,2010-10-27,18824.0,110,144,201,137,1
18356,145,219,168,2011-06-26,18831.0,166,197,201,180,1
18358,219,162,141,2016-09-18,18835.0,197,110,180,201,1
18359,235,217,175,2012-06-06,18836.0,172,197,201,180,1
18360,235,129,119,2015-05-09,18837.0,172,124,201,149,1
18363,235,179,212,2013-07-12,18843.0,172,132,201,132,1
18364,235,217,175,2010-08-19,18844.0,172,197,201,180,1
18365,235,217,175,2012-09-18,18844.0,172,197,201,180,1
18366,219,162,141,2013-06-06,18844.0,197,110,180,201,1
18370,235,179,212,2013-04-27,18856.0,172,132,201,132,1
18374,235,195,151,2016-06-18,18864.0,172,117,201,174,1
18377,235,203,215,2013-10-30,18866.0,172,124,201,149,1
18379,219,162,141,2013-10-11,18868.0,197,110,180,201,1
18383,235,179,212,2014-07-26,18871.0,172,132,201,132,1
18386,235,195,151,2016-04-03,18874.0,172,117,201,174,1
18388,162,125,220,2012-02-28,18876.0,110,144,201,137,1
18389,235,217,175,2011-02-09,18877.0,172,197,201,180,1
18390,235,217,175,2010-09-09,18879.0,172,197,201,180,1
18391,235,129,119,2015-07-18,18880.0,172,124,201,149,1
18394,235,203,215,2016-11-06,18883.0,172,124,201,149,1
18396,120,235,169,2010-10-24,18886.0,191,172,174,201,1
18398,235,203,215,2016-02-07,18888.0,172,124,201,149,1
18399,219,162,141,2014-12-30,18893.0,197,110,180,201,1
18404,235,179,212,2013-01-26,18899.0,172,132,201,132,1
18405,235,179,212,2013-04-05,18899.0,172,132,201,132,1
18406,235,116,194,2011-02-11,18899.0,172,160,201,174,1
18407,235,120,224,2011-06-14,18900.0,172,191,201,174,1
18408,162,219,170,2013-08-13,18903.0,110,197,201,180,1
18411,235,216,112,2016-12-07,18908.0,172,153,201,149,1
18412,235,203,215,2014-12-31,18913.0,172,124,201,149,1
18413,235,217,175,2011-11-11,18916.0,172,197,201,180,1
18414,142,235,134,2013-10-24,18916.0,197,172,180,201,1
18415,235,203,215,2014-07-25,18917.0,172,124,201,149,1
18416,235,203,215,2012-12-14,18921.0,172,124,201,149,1
18417,235,195,151,2015-07-23,18921.0,172,117,201,174,1
18419,235,216,112,2012-03-12,18924.0,172,153,201,149,1
18421,219,235,113,2015-05-04,18926.0,197,172,180,201,1
18423,235,219,163,2014-12-07,18927.0,172,197,201,180,1
18426,142,235,134,2013-05-11,18932.0,197,172,180,201,1
18427,235,195,151,2014-07-18,18932.0,172,117,201,174,1
18429,162,125,220,2013-10-09,18937.0,110,144,201,137,1
18433,162,125,220,2012-11-13,18943.0,110,144,201,137,1
18434,162,125,220,2011-10-25,18944.0,110,144,201,137,1
18436,235,217,175,2010-03-03,18947.0,172,197,201,180,1
18437,235,217,175,2011-11-16,18948.0,172,197,201,180,1
18438,235,217,175,2013-01-31,18948.0,172,197,201,180,1
18442,162,208,228,2015-06-20,18957.0,110,181,201,149,1
18445,219,162,141,2013-11-07,18959.0,197,110,180,201,1
18446,217,145,183,2011-06-15,18961.0,197,166,180,201,1
18447,217,145,183,2011-08-06,18964.0,197,166,180,201,1
18449,235,128,192,2013-09-11,18968.0,172,126,201,174,1
18451,162,125,220,2010-02-26,18971.0,110,144,201,137,1
18453,235,195,151,2016-01-14,18976.0,172,117,201,174,1
18457,217,145,183,2010-10-06,18979.0,197,166,180,201,1
18458,235,217,175,2013-10-22,18982.0,172,197,201,180,1
18459,235,195,151,2015-07-14,18982.0,172,117,201,174,1
18461,235,217,175,2011-04-22,18983.0,172,197,201,180,1
18463,217,145,183,2016-12-02,18986.0,197,166,180,201,1
